,review
708,absolute garbage anyone rate higher beyond already bored first hours never wanted play pretty decent fan empty dead looks like playing unfinished ps2 literally thought put art direction raise terrain random areas splattered copy paste trees called day gameplay fun least finally something new fresh believe build upon make better future aint chief 
709,ingredients combined incredibly lazy low effort way optimistic continue try new things misses mark polish story variation gameplay 
710,score pure fanboy textures terrible tutorial long meters see doesn load sound broken beat without fighting except fights beat pokemons take levels effortlessly intention good made low budget breath wild impact sad part nintendo 
711,looked like least years ago consider much money gamefreak making franchise end giving fan bad animations taken 3ds ultra moon sword work checklists trainer fights indie would get one biggest franchises world 
712,pros music design pokemonbad technically unjustifiable lifeless puppets wandering empty world without level design devoid ecosystem unbalanced unclear combat system banal redundant story 
713,bare bones decent gameplay mechanics surrounded ugly graphics bland story could far better fan settles helping franchaise yes praise good things new things tried capture mechanics combat etc please say truth average see full picture let make battle argue giving rating anything else unfounded hate fanboyism 
714,could 2022 looks like early gamecube best horrible looking buy trash open world gameplay nice battling kinda fun thats thats good good size amout nintendo putting something ppl playing ps4 ps5 rolling chair laughing love nintendo death pretty bad yes bad 
715,would pretty solid nintendo gamecube nintendo switch offensive fans 
716,legends extreme disappointment super hyped lifelong fan also rpg fan fell short expectations several different categories firstly combat feels horrible revamped stats combat system legends doesn feel good every move hits hard often lose several battling wild almost always lose fighting alpha noble lot people seem think makes challenging made frustrating still never blacked lost entire party craft boatload revives potions fight addition removed abilities instead added agile strong style moves use agile perform weaker attack strong opposite seems cool theory battles rarely ever last long enough reward using agile style personally feel like abilities made unique provided interesting combat experience overall tried avoid encounters wild catch without entering combat possible secondly story blows one main appeals rpgs stories witcher skyrim horizon zero dawn etc deep stories plenty twists turns keep engaged story legends extremely vague offers little conclusion even upon full completion basically kid fell space time distortion ancient sinnoh going crazy upon completion story entire pokedex still haven figured fell space time rift begin third calling open world rpg laughable extremely linear bound certain areas complete main quest isn like skyrim fallout breath wild freely please complete story like meaningful choices involved explore areas unlocked heart content aren really side stories anything world bland lacks depth aren cool puzzles hidden areas discover ultimately felt like different take existing games certainly didn feel like revolutionary open world rpg hyped lastly tried judge harshly graphics performance unfortunately impossible overlook aspect plays looks worse skyrim 2011 fps drops make laggy feel bad regardless whether play handheld docked know switch isn powerful system sure ran breath wild heck lot better overalll think legends cool idea awful execution enjoyable times especially beginning thing got old pretty fast feels close something awesome falls short way many crucial areas warrant giving best unfortunately due shockingly good reviews gotten far think freak tpc make efforts improve areas future continue downhill franchise 
717,leaving aside pitiful graphics looks like made without desire unfortunately disappointed first complete 
718,fun short term doesn much way replayability even story despite fact supposed narrative driven catching pokémon time repetitive task calming angry lord pokémon pokémon stranger repetition less challenging pokémon gyms previous games least trainers different puzzles solve gym leaders weren hard beat weren prepared could lose barely win lord pokémon much easier beat gym leaders much tedious task throw balm battle throw balm battle throw balms skip battles completely throw balms even dialga palkia cheesed throwing balms final bosses huge lack trainer battles lucky see one every half hour say closer one hour unless segments forced back back battles post facility like virtually every main series crystal 240 pokémon choose regards team building subsequent playthroughs actually bring replay likely end using pokémon encountered first areas decent number side quests requests calls differentiate main quests missions simple fetch quests bring npc number item show certain pokémon pokédex entry etc virtually multiplayer besides trading despite every main series player player battles never detracted single player experience world also full barren fields mountains maybe pokémon screen best time inexcusable areas relatively small compared open world games using term loosely games nature find settlements structures characters give quests explore dungeon luck keep walking seeing pokémon plants mediocre best bad terrible worst know bad games played two worlds games sonic really wanted like hoped would good thoroughly let pokémon sword shield pokémon brilliant diamond shining pearl miles ahead terms content replayability following concept series whole 
719,common point people make graphics matter style gameplay well visual quality also looks artistically defunct copy pasted houses small village thing trees spaced unnaturally using model size shiny flat textures ground people act like moving somewhat open space huge innovation standard thing decade point say people buy anything long 
720,quick easy review story bad empty lifeless world bad physics textures framerate rough controls terrible typography worst open world aaa hardcore fan like 
721,first hours awesome exact procedure ugly environments repeated next areas worst story bad well gameplay animations figures actually stadium better graphics shame studio 
722,looks like beta finished technical section disaster bugs flat textures attractive money support company receives made little desire new mechanics aren much combat lacks appeal need company get act together saga waste disappointed 
723,hour tutorials scream ton time useless dialogue worst offense mmo mechanics use move times catch times kill times progress buy understand money wasting timesink cool mechanics sprinkled remind could 
724,legends arceus tech demo experiences new mechanics quality life features franchise fully fledged aaa title pla main draw attempts shakeup formula modernizing experience closely match catching would like real world depicted anime series clearly effort put forth executing new formula like almost every recent iteration obvious signs neglect corner cutting obvious signs neglect come lackluster visuals graphics aren everything sure semi open world exploring environment catching main draw world looks important aspect overall experience graphics sub par compared titles console doesn even match graphical quality games years ago sub par graphics used make hinderances due performance understandable case pla much less taking place screen given time many open world games also technically open world individual area explore restricted sub set overall world based mission objective chosen town hub also town visiting given restrictive nature open world sub par graphics could still look better simply taking place screen example trees grass etc even textures looked way would better immersion overall instead get poor graphics limited world barren empty environments said unfortunately doesn equate better performance still suffers performance issues pop aside visuals performance repetitive gameplay loop dungeons pla real puzzles interesting caves job throw balls fight ivs evs breeding competitive battling held items etc removes huge aspect replay ability purpose interesting nice looking environments explore puzzles real challenges aside making character roll side make overall experience lack luster would probably say hardcore fans would like disagree think plenty hardcore fans simply recognize games flaws able acknowledge definitive edition wanted like simply catching reading lots dialogue exploring empty worlds real motivation purpose aside completing checklists likely enjoy everyone else going disappointed would assume though majority critical gamers fans already know give gamefreak credit trying something new kind experience ultimately wanted scratching surface getting speak still lacking lot charm polish given believe developed roughly year managed achieve time isn bad necessarily call aaa nintendo switch title charge full price disappointing going back visuals limiting explorable world small sub sets time performance reasons didn achieve goal world bland uneventful empty barren place hide bush times dodge roll attacks throw pokeballs around literally experienced entirety story sure somewhat irrelevant largely tedious immersive enough given state rest maybe gamefreak able use tech demo starting point create future titles maybe expect hope polish future point pla doesn really add much franchise overall experience offers lackluster generic think part reason pla getting much praise due fact fans literally starving innovation coming remake brilliant diamond shining pearl makes pla look revolutionary dodge rolling open world exploration new ideas 
725,interesting good gamefreak finally decided innovate world dead looks ugly art style world doesn match characters buildings whose bright idea create realistic looking ground grass cartoon characters filled world makes sense art direction horrible want evidence unity free asset store water world empty nothing happens used open world games carried feeling prestige always something worlds filled brim content opposite feels like student project completely empty void interaction variety nature literally cannot anything 
726,noble arcenine made hate world could even consider good suppose avoid arcenine space tiny 
727,exploration really bad point unforgivable traveling world fun since hard press run button like games many vehicles mode travelling ill design switching also company really know encourage players placing good fast travel spots like fast travel bosses important battles adjust team select items right try good luck running around world worst experience hand combat system super screwed totally cheated like know balance difficulty fair combat hey lets players let opponent throwing pokemons 
728,graphics awful excuse graphics player animations worse windwaker gamecube close far away things look far far worse legends battle friends insane removed hold items abilities absolutely dumbed system getting rid ivs fine rediculous people standards games way low know play see grass trees display feet away generally look worse gamecube wii games also popping existence get close flying animations going 2fps distance looking character run like pooped say acceptable remember breath wild made wii think looks sure part using ancient engine used sun moon 3ds still responsibility making choice use abysmal house engine 
729,come rate thought would give try given slight change formula pokémon games criminally lazy conservative repetitive rip offs good good makes mind hurt seeing many critics aka youtubers afraid losing access early copies brainwashed super fans bribed corrupt gaming media outlets rating highly sucks even going focus graphics think acceptable way standards life console runs witcher botw comparisons really hold merit department gameplay though blimey fathom fans satisfied janky mess gameplay like one giant wild area terms empty devoid interest except pokémon battles new gimmick barely matters completely broken rock paper scissors fare crap animations story absolute garbage surely point even young kids seemingly seem audience holds series back get sick narratives trot 2022 still characters stand wave hands like characters year old ps2 jrpg exposing nonsense whilst everyone stands around awkwardly one cared pokémon story decades soooo much talking tell pad make long boss battles lame thought throwing infinite magic food bags inspired choice plus half baked dark souls roll dodging yuck player really really likes switching brain completing pokédex see appeal soooo bad awful graphics frame rate awful story bland repetitive gameplay didn pokémon label would laughed oblivion would invest time playing amazing games like god war disco elysium heck kid botw mario odyssey completed great games like maybe park instead anything junk start sensible money franchise much potential actually make strides forward 
730,know good reviews come expectations already low gameplay first first hours great new experiences nice ideas whole setting great first hours grind everything repetitive gets boring world world boring mysteries nothing really explore besides graphics awful citys copy paste world acting like robots also technical level like n64 bad animations bad rendering lets sum finally progressing nearly enough would okay like full price title course players fun like grind things far away good shouldn forget indie even looks like one gamefreak one profitable franchises industry recommend everyone wait massive price drop fun stay safe 
731,core gameplay loop running one resource node next capturing least half dozen times sometimes stuffing ass berries first sometimes throwing balls mud sometimes stealthily know appeals zones also void landmarks points interest zone handful vaguely different biomes littered materials gather catch basically different wild area zones frankly dlc wild areas swsh interesting different species behave like got hostile seem spot way even lock tho got skittish run away despawn spot got neutral give extent variation behavior boss fights ridiculously easy basic get stuck level geometry way get hit telegraphed attack patterns side quests mostly fetch quests literal hours worth dialogue none voice acted probably mash scaling story bit wonky isn much reason put effort team whatever next zone offers usually stronger higher level anyway could bruteforce capture alphas way overpowered anything currently face battle mechanics heavily bastardized atb turn order turn order means turns longer taken simultaneously resulting situations may find unfavorable matchup much faster even get chance switch enemy takes one turns missing like moves remaining moves simplified fit battle system list missing battle features continues priority moves abilities held items weather control terrain hazards speed control multitarget moves moves alter attack defense affect physical special stat changes limited single stage last turns odd change sure status also overridden another pvp battles wouldn want battle mechanics anyway good quality life changes like ability swap learned moves instead visit move reminder hand lost mobile access fast travel zones first must return base camp load town leave gates load zone move location flying directly point interest like would way convenient pretty poor looking technical level artstyle inconsistent shame stuck artstyle could looked decent soundscape also pretty barren sparse use background music doesn help hide pla different respect also lot ways straight worse previous games doesn stand openworld esque rpg either want observe play snap want battle play swsh want open world rpg play botw pla aspects poorly 
732,defend quality pokémon franchise one profitable people keep justifying freak garbage glad brought something new quality really poor time everyone let know 
733,delivers sub par product feels clunky uninspired hides veil open world reality nothing series blocked entries constant hand holding set large map hell even possible get main village hit invisible wall warp map another point change areas open world player treated someone grasp simplest gameplay concepts yet menuing extremely convoluted get interrupted constantly instructions directions obligatory tasks perform tour set rails end saying also worst graphics seen last years even worth previous generation nintendo console would barely acceptable gamecube title must laughing hard many blind dedicated fans buy every kind minimal effort willing shove throat full price unfathomable people dare give scores standards 
734,okay offers slightly different gameplay might appeal one however overrated opinion technically dress coat also looks ugly year old gamecube looks better indi games steam without lot budget much better technique one billion dollar company behind two rate well euros expect quality every respect okay bietet ein etwas anderes gameplay sich vllt dem einem oder anderen auch gefallen mag allerdings wird das spiel meiner meinung nach viel hoch angepriesen ist technisch nicht nur ein frack sondern sioeht dazu auch noch hässlich aus jedes jahres altes gamecube spiel sieht besser aus indi spiele auf steam ohne viel budget haben eine viel bessere technik hier steckt nicht nur ein millardenschweres unternhmen hinter dem spiel sondern gleich zwei daher kann ich nicht gut bewerten für euro erwarte ich qualität jederlei hinsicht 
735,cool gameplay mechanics ugly years late technically infamous inconsistent framerate empty repetitive boring quests badly written scenario least good music license good want renew license congratulations taking risk nothing going well 
736,might great graphics make puke mario looks pleasing eyes like beta fan made made person 
737,repetitive mechanics empty scenarios giving feeling dead space short draw distance provoking popping poor graphics undermine overall experience cant beleive one profitable ips ever able pull mechanics revamp move time say goodbye gamefreak 
738,retched battle system worst since early generations nothing explained wild levels lower party randomly take turn turn turn kill get act battle crafting mechanics bad areas big without convenient traversal pokedex filling really boring assumes catch want catch want catch new ones stuck seeing throw pokeballs bidoofs trying fill meter play mainline generation games instead want experience switch much better 
739,low effort slop highest grossing franchise world plays looks like unity asset flip 
740,hours man feels like bad mobile phone full price 
741,disrespect players deal outdated graphics doesn know develop stick could nice spin main series focused grinding lore main problem open map world feels empty interact anything small number find along way overall kills immersion make feel bored pretty soon 
742,legends arceus pretty disappointing solid mechanics lot problems pretty likely forgotten next games unacceptable actually limits player simple things like swiming human capability get helped pokémon every simple task something comes way 1st gen pokémon games seemed like perfect opportunity change making player interact ways world player making exploration catching pokémon enjoyable next point pokémon battles trailers hyped lot people showing new refreshing battle mechanics making look like going moving stick pressing button seing reality limited pretty repetitive turn based combat see people actually defend something well pokémon games since beginning think speak lot players say would liked see play different battle style graphic wise mediocre see people actually say doesn matter actually say nintendo hardware fault take look botw pretty heavy ports like doom doom eternal witcher seeing forests bare minimung account trees disappointing affects immersion areas look plain almost pokémon seen pop nowhere say needed ray tracing textures said taking botw looks much solid graphics gamefreak reuses 3ds pokémon models come way justify saying wanted make pokémon look better lacking animations world asides walking swimming moving model additional animations ground tree pokémon disappears less pokémon sword shield shameful perfect add voice acting see could save immersion make enjoyable actually help convey emotions characters didn making feel plain literally wasting somewhat decent story trying tell lot games even f2p games high quality voice acting nintendo switch shown capable stuttery mess believe took gamefreak attention making bdsp bad two recent pokémon games made see anual releases may way want see decent quality pokémon games 
743,honestly really disliked legends arceus think done mainline pokémon aside technical issues knew would coming isn fun catching got really boring weaker mons went felt like chore battle everything else point felt like fighting pokémon reason ultra great balls shouldn able deal left wondering bothering even engage dex also horribly unbalanced ability catch alpha pokémon catch one basically sweep till next power sweep rinse repeat alpha pokémon far ahead everybody everyone else makes massive breeze sure self inflict rules catch honestly shouldn even option mons offer good enough rewards defeating uncatchable mini bosses pokedex honestly feels like padding glad involved get wrong improvement option research level nothing excuse get play doesn offer anything substantial nothing get going well research level every pokémon given zone instead simply completing dex player true completion must watch magicarp use splash 100 times watch tackle ember fire wheel almost every move animation dozens hundreds times must catch every pokémon minimum times many need catch unaware watch pokémon eat food knows many times beat pokémon certain type move ton times adds problem seeing repeated animations far worse pokémon games disable battle animations required beat world probably worst part talking look although also dislike art style actual play world bad empty nothing zone catch pokémon nothing look coronet nothing world interact fun resource gather catch want fun things engaging main feels like parred version could honestly every zone feels yes one zone swampy another cold one sea feel explore reason remember differences zones fresh mind months going blend together recall correctly pathway first zone went left might 3rd reappeared snowy zone pathway going left exact pathway side slope geometry everything art also looks bad mean graphically care looks graphically mean art style bland boring really uninspired clear trying ancient japanese art doesn translate compared games swtich inventive art styles pokémon games like unite tournament feels like smear brown green blue mixed fan made stuff looks better actual honestly think looked like end reveal trailer would fantastic characters also super bland issue zones months going blend together expecting story characters pokémon akin xenoblade expecting something especially since pokémon story character driven since gen honestly say remember gen characters better ones distinctive designs improve mass release moves seeing true size pokémon overworld evolutions think stay like also enjoyed boss fights main draw interacting pokémon overworld fun way also showing destructive might pokémon showing truly dangerous final thing really enjoyed time set learning pokémon everyone else watching people afraid little understand pokémon really fun thing experience wish rest good 
744,lack polish horrible graphics make minor gimmicks still years behind 
745,absolute minimum review legends arceus gamefreak created one hand loved praised heavens hand objektively critisesed bare bones even possible wouldn really good critisesed haters without foundational objektive reasoning legends arceus tries different classic changes gameplay refreshing clear gamefreak finally pushes new grounds gameplay different pleasing pokeball catch already way tree fruits trough ball tree collects fruits different maps quests like monster hunter games concept nice quite adicting story also quite interesting get know beginning sinnoh area settlers exist cities yet build however negatives come grafics artstyle tech high grafics means necessity gamefreak delivered disgrace punch gamers face eyes world empty literally types different tree designes copy pasted like map editor textures muddy low res edgy polygonal designes unironically look like copied n64 trees look god damn lava like didn allow designers give texture make look like actual lava pumpkin soup fps also requirement somewhat stable fps like breath wild xenoblade chronicles games monster hunter rise expectable especially billion dollar company owns biggest successfull franchise time framerate constantly areas lags maddening breath wild wiiu smooth comparison baffles mind reviews credit technically faultless charcters want explore world full animals want study build pokedex could expect interact kind behaviour nothing stand point point without reason yawn scratch ears scream ech play around eat grass fruits insects smell etc evoli cuddling another starly building nest lifeless creatures could well scarecrows mechanically moved point characters like gestures head looks like robot look one person another eyes seem moved apart eyelids centuries rpg developement earning billions billions usd still voice acting wouldn anime could borrow actors franchsie also hell fly upwards quests progression quests repetitive boring uninspired like gamefreak thought way artificially increase length send point point talk someone sent back point feels like want spend time walking around speechbubbles haven thought enough content obviously rushed needed least year two really worth full prized aaa probably wealthy gaming company world every independent devstudio could done looks appealing eye implement animations characters think actual quests better way fill pokedex kill catch get pokedexentry didn even try good make money company knew beginning print millions millions lovely fresh green usd didn even try hide tha fact didn spend much money development good visuals like legends arceus result company want money already built reputation first generations games anime merchandise know one thing able make money absolute minimum even less 
746,let much submit first review metacritic say loved since red blue even though step right direction going congratulate innovating years late tldr grindy great looking handholdy fetch quest detached idea caring catch assume starts score see progresses shall firstly puts rails hours unskippable tutorial starts stops every second another cutscene turn waypoint marker cause know likes exploration figuring things points grind unbelievable requires grind grind endlessly progress areas arbitrary grind gate instead challenge overcome wasn bad enough somehow gotten idea catching 1000 identical exciting wholesome never points boss battles using weird tps system throw bags dodge right time skipping battles entirely point dialogues non options choose right option option pretend like point world feels looks plastic like nintendo developer access reach botw team excuse look shoddy furthermore traversal environment quickly eliminated uncontextual fast travel steed rides entire map ever 1min point everything fetch quest per last point trivialized points get started disgrace music 
747,ugly even compared games released console animations sound effects poor story battles boring tutorial slow takes hour start playing musicit looked like alpha 
748,might visually displeasing ever played even care graphics gameplay loop also repetitive grindy 
749,improvements compared swsh overall still boring map empty zero fun exploring map ask repeatedly catch pokémon fine tiring 
750,really really really understand people give points substandard looks feels sounds plays worse games came years ago may kind new start franchise huge fan least grafics disaster controlls bad voice acting sound affects lazy made animations rediculously bad ore existing please honest compare games like god war last rdr2 etc todays points standard even compare level nintendo games breath wild mario odyssey mario galaxy luigis mansion became nintendo worst games far biggest impudence 
751,legends arceus incredibly ugly addition much ideally thought boring repetitive know established company like gamefreak little attention detail miss many places without 
752,rough draft could future best series exciting first couple hours starts get repetitive dull empty environment hurts problem main objective catch pokémon pokémon catching past two decades slight variations barely anything new new time forced must complete pokédex pokémon battles takes back seat build story pokémon gyms absent entice level favorite pokémon basically pokémon steroids catch bunch pokémon fill pokédex basically story pokémon battles world take massive downgrade half baked sorta new entry leaves much desired 
753,shell company makes billion dollars year unacceptable online battles pvp 2022 trainers gyms elite four towns little uninteresting village graphics mediocre best mostly empty biomes lack variety show laziness design side quests give incentive play reward little items like potions candy get without hardly npcs little music hardly expression character faces thinking 
754,one point tryas know pokémon full handholding beginning thought sun moon long tutorial hasn played hour finally play without getting interrupted every seconds encounter endless loop gameplay catching catching catching luck right exemplary needed continue next area drawing numbers walk one marker next fun cool talking graphics even deserved yeah story sucks making sense got electric lights phones even tho plays hundreds years ago plot stupid gameplay boring graphics worse 2005 got never buy anything gamefreak 
755,time freak decided laugh face everyone like every time extra selling smoke seen poor graphics mechanical problems never expected would even use single braincell think world design town completely blocky undetailed ugly simple spine world absolute emptiness nothing besides main mechanic throwing balls entire premise hostile world humans started get along thrown onto ground spit lazyness believe worldbuilding makes absolute nonsense basic poor inside little thing wrong formidable give hud fine captures real time aswell able move battle fun good integration pokémon games even totally wasted leaving mechanic exploring becomes repetitive scourge remembered linear caves white pixels dark areas maybe give 
756,bad graphics bad play unfinished needs much polishing talking freak state released unacceptable 
757,core singleplayer creatures tame fight explore world ultimately complete catalogue creatures unite people ambitious undertaking considering coming developer put content first graphics story previous games issue comes simple fact doesn accomplish goal much wider scale little general gist catch collect region moving next repeat becomes repetitve quickly stops enjoyable hours lack variety creatures really kills momentum first hours free roaming gives mention better standards story npcs seem fleshed evr series beginning low standard thats bothers wouldn laud developer bare minimum lesser developers every time release new took step right direction dont get wrong veer formulaic games give barebones look came console drives point home series gone downward spiral quite time reeks demo qhat could capable actually tried talking voice acring new region actual caves dungeons traverse landmarks see people find give quests feels like prototype something truly great comes cannot say like 
758,actual much real rate nice orrible graphic aspettative company higher result 
759,good paper people say graphics really lackluster asking cutting edge graphics ultra realism breath wild managed beautiful world without getting ultra realism repetitive sometimes falls flat many dialogues without end sometimes sounds special sound effects birds wind etc mean rare doesn feel like world feels like draft videogame fake openworld regions npcs feel cloned voiceovers music lacks variety expecting franchise billions games done minor changes changes arceus welcome part need fleshed detailed finished good first draft finished specially 
760,made idea made may fans years ago graphics worse 20yo games 
761,really disappointed gamefreak make bad games since years doesn care always bare minimum never listen players universe nothing natural robotic pokemons move erratically wander lifeless ecology wildlife anything devs created map put pokemons even speak graphics 
762,best ever played first red blue see evolution amazing 
763,sounds good worst graphical quality last decade empty world new mechanics add absolutely nothing short generates money industry laughing face 
764,people suckered buying unity asset flip marketed aaa 
765,shocked developers didn continue tradition cutting half selling separately pathetic attempt making players pay also surprised even generous moments developers still manage greedy greediest developers video industry greedy developers charging looks like made mobiles doesn even aaa quality justify price tag graphics joke textures garbage look rock textures literally looks like ported cube embarrassing 2022 animations garbage running animations cringeworthy rain effects look laughable nothing open world empty world full plants rocks empty hills boring explore goodness sake doesn video series still voice acting unbelievable still games voice acting 2022 developers cheap pay voice actors outrageous greed makes rockstar look like saints comparison least put voice acting games speaking voice acting voice acting animals sound like done developers pathetic attempt keeping budget low physics beyond horrible especially water physics story trash combat boring repetitive pay expect combat system depth detail developers put pretty lights every move give players illusion fun none fun soundtrack terrible multiplayer beat story reason touch charging replay value cash grab trade friends developers cheap lazy allow battles friends recommend unless want support laziness ever wondered would like cheapskate develop 
766,balance people giving ten best direction believe need polish work future 
767,many people acting like next big step next generation weird experimental adds new new mechanics forgotten time next comes perhaps best new battle capture mechanics fun top embarrassingly low amount even less sword shield also somehow looks worse sword shield like made amateurs also reason gen remakes bad gamefreak company put resources outsourcing bdsp name support studio legends arceus waste everyone time money skip one 
768,boss battles trash unfair main difficulty jump around fast enough like strategy rpg 
769,looks plays like nintendo better theyre asking full price 
770,good thing new mechanics catching pokémon world large completely empty reward satisfaction exploring new battle system makes pokémon doesn high speed stat worthless gameplay extremely repetitive tedious requiring grind task times 
771,absolute cash grab visually mediocre compliment unpolished sword shield entries one worst plots seen trying compensate new evolutions old classic pokemons like quilava rowlett time franchise step aside gamefreak environment get dev team makes justice franchise could bring capable hands want play interesting non cashgrab monster collector jrpg play shin megami tensei get worth money unlimited mommy daddy funds like franchise underwhelming disappointing entry new 
772,disappointed barely improvement two previous atrocities map barren wasteland infested bugs done series realised playing sheer nostalgia rather spend money playing games devs respect fanbase 
773,copied house seven times main village even changing rotation point single developer make better lazy know bias people gonna buy anyway 
774,extremely disappointing technically worst seen many years still sell anyone else 
775,repetitive empty innovative replacing sliced bread unsliced bread fans rewarding low effort cash grab heaps money praise time franchise catch generation gaming came last one still failed hopes franchise ever catch current gaming nonexistent remember good botw forget wiiu ported switch actual switch six years later garbage comes absolutely shameful 
776,catastrophic graphism ugly gameplay boring fights interesting throwing bag dust ten minutes really scam rating less 
777,big piece garbage terrible many ways battles still turn based less complexity since many features like items could wear removed graphics absolutely terrible looks like ps2 purple shiny rocks grass sprites worst looking water ever seen furthermore literally count pixels everywhere semi open world feels insanely empt accept trees rocks grass nothing see almost every area quest comleting lists repetetive boring stuff catch bidiza catch bidiza behind overall studios would call pre alpha worth bucks 
778,low quality graphics 2006 seems play metin rendering problem purple spots around world etc 
779,bland ugly boring hell worst history feels like bad fangame 
780,absolut bad one worst games ever played graphics trash gameplay awful story joke balance dosen exists worst ever played switch hate everything 
781,people really stop buying supporting pokémon series disgusting throw new games exact flaws previous ones poorest imaginable quality regarding graphics designs story 
782,ugly repetitive sorry worst open world graphics n64 mobil 
783,spend least cent development sold huge numbers afford 
784,gamefreak shouldn released open world pokémon task understand reticent create full explorable world lack technical experience job would better contract external developer joint development let say monolithsoft premise roaming pokémon world dream come true soon turns nightmare technical shortcomings glaring take experience gamefreak known developing graphical marvels graphical gap evident textures one poor seen switch played lot switch games beta prototype quality really bad shadows blocky point see pixels like would come prerendered blobs instead could look better draw distance abysmal see warping geometry meters character top memory management awful allowing keep memory far objects pops nowhere draw distance objects npc grass trees landscapes terrible compared like xenoblade chronicles end deep sadness really wanted like technically deficient life mine immerse without thinking good would hands capable developer 
785,grind grind grind grind boring quests bad graphics bad animations hope gamefreak sees mistake 
786,played every exists cannot support title gamefreak longer despite crazy profitable franchise hires random 8th grader write new story full contradictions incorrect lore awful dialogue despite wildly profitable huge developer spends resources time graphics piecing together bare bones world patched together meshes microsoft paint copy pasted features little detail concept awesome potential really high good spend little effort developing good games instead throw garbage wrapped nice wrapping paper people buy franchise power honestly insulting people play video games offensive sell looks like made someone experience coding artwork story writing greenlit greedy executive looking paycheck 
787,soo ugly somtimes look like psx 2022 look like 1999 dont buy 
788,finished mayor disaster never could tolerate big company like freak nintendo shame 
789,awful cash grab imagine giving drops fps often passing grade worse looking n64 games 
790,gameplay repetitive previous games npc even voice acting making cutscenes conversations boring npc grunts etc wild pokemons walking mindlessly simple routines making feels lifeless example monster hunter stories see monsters sleeping eating stories monsters like velocipreys going hunting preys 3ds graphics horrendous time walking world least make world looks decent worse 3ds character models total downgrade sword shield like imagine visual artists working another trying make looks pleasing possible tarts say work doesn matter grapichs aren everything say need ultra realistic visuals saying least make looking better fecking wii games biggest offender animations monster hunter stories smt proof monster collecting good animations unsurprisingly continue trends make sub par animations feel robotic unnatural try compare mhst animations pla tldr offensive opinion made developers played nostalgia blinded fans never play 
791,made without love gameplay fun sometimes technically shame even low graphics badly done poor technical decisions 
792,inexcusable graphics looks like pulled blocky graphics original roller coaster tycoon seen better graphics gamecube looks soooooo bad concluded devolpers graphical talent 
793,big gamefreak good ideas poorly executed graphics destroy limit whole experience disaster beta version 
794,graphics unbelievable bad asking gets golden showered sign times sign world turning 
795,textures running 240p horrible white artifact pop whenever gets dark bad draw distances pop distant often running 2fps visually embarrassing battles aren cooler different move character purely cosmetic sometimes get 1v2 1v3 battles even trainers cant send another mon theytook aoe attacks feels like f2p mmo early 2000s minus people 
796,creation saga big pokémon moves millions great shame half done graphics half done animations hours tutorial technical artistic non existent open world gamefreak done mediocre sell lot fandom without criteria 
797,understand freak money pokémon trademark makes also understand nintendo say freak make games still understand breath wild released four years ago looks better arceus hardware isnt problem arceus trying copy mechanics open world four years older yet somehow looks better plays better story heart everything bucks desaster freak year year stop 
798,real problem graphics however problem problem lies foundations passing primary missions obvious fetch quests collectible classics pure shame absolutely absent plot dialogues without minimum logic 
799,absolutely embarrassing technically gameplay level may absolutely player like didn name would blasted away lot 
800,far worst ever played people complained sword shield praise completly discusting 
801,think safe say games fan base become cult sorts point realising state getting praise downright disgusting dont get scammed beta test could somenthing way polished dont get surprised takes another years something actually worth get release thant fan base 
802,feels like step right direction appreciate idea change formula god disaster rushed repetetive mediorce gameplay embarassing visuals saving grace positive reviews paid one right mind could possibly enjoy feels like tech demo 2003 complete 
803,poor legends arceus breaks traditional formula know love feels empty almost extra content big disappointment overall 
804,graphics sh1tthe rest would good legends arceus without franchise would definitely mediocre collect thon qol elements serviceable plot subpar graphics musical score charming bit subtle overworld fact full price tag would definitely turn people away 
805,open world new attempt many fans trying overestimate saying made new attempt give high scores games comes 
806,huge fan opinion one worst games time like fact finally tried something new freak failed music lame boring graphics 2004 botw 2015 looks thousand times better world empty generic places copy pasted 
807,best ever without doubts beautiful graphics almost made cry open world looks full life incredible detailed textures made love lots interesting interactions story mechanics best franchise far many things catch craft many love put animations cheap etc must buy achieves perfection 
808,way like never played another open world hundred better open world games infinitely less budget 
809,recommend anyone nice ideas renew brand none done well 
810,tragic graphics janky gameplay poor story boring repetitive quests awful effort open world 
811,disappointment brings nothing new open world formula much better breathe wild shameless cash grab gamefreak cant make extreme hand holding many filler cutscenes nickname fetch quest 
812,may disappointing ever graphics suck entire overworld feels empty towns cities gyms elite champion extra content like contests secret bases anything similar trainer battles know thinking 
813,basic worse copy attack titan mixed monster hunters free play graphics story telling monster hunters cost euro way less fun worse graphics entertaining mechanics please save money download fan made version actually story fun 
814,disappointed first bought release day years really excited months ahead time hours put away real desire pick super repetitive doesn even feel like pokémon total battles trainers like pokémon pokémon always creating good team leveling battling others without battling aspect feel like point even remember pokémon party even creating battle team hold complete various research tasks level evolve complete research tasks cycle pokémon shame introduced wonderful battle mechanics like strong agile moves ability switch move set outside battles takes battles away makes catching pokémon might well pokémon snap disappointed spent money already getting nervous time period told gyms pokémon league didn think would eliminate core pokémon creating team battling teams waited passed probably won even finish reason might hate leaving games unfinished frankly time way better spent bdsp gen comes 
