,review
633,nice game compared the last pokémon gamesa but the graphics are poor and the game has improve lot this the way 
634,this game definitely step the right direction however gamefreak now needs build this foundation need more settlements interesting locations better told story with voice acting maybe more interactions with the world especially the pokemon pros finally step forward for the pokemon franchise fun action centric boss battles catching pokemon feels great way better difficulty spike than older gamescons horribly bad storytelling even more handholding than monster hunter game the world feels liveless and the pokemon not interact with eachother boring environments there are secrets other than the ones you have discover for the story 
635,playing legends arceus was fun game freak finally tried something new improved the gameplay make feel faster and some more positive things its the right direction for the pokemon franchise and hopefully bunch improvements will find there way the main pokemon games good the gameplay story and direction was you cant ignore the technical and graphical problems about this game and should called out and criticized the art style not the problem looks really good when you find the right camera angle when you look the world pokemon legends arceus and compare similar games with their worlds like monster hunter rise the switch even other exclusives like xenoblade pokemon snap the upcoming kirby game and zelda botw and many more legends arceus looks awful this game steam pre alpha game even n64 game when you compare some areas with zelda ocarina time there are lot pop ups trees etc the main town the only one game and most houses are just copy and paste awful environmental visuals lot areas feel very empty and there are also nearly points interests for game that wants you explore the world course there need have game with next gen graphics more realism look but you have have mind that this game product big video game company with the biggest franchise the world they generate millions dollars and cant deliver game with visual standard that fits the size and popularity the franchise pokemon game freak has the finances get help other studios like every game does nowadays even halo horizon etc gets help many different studios the console not the problem you can see all the way better looking exclusives the switch and when there lot crunch time its company decision put the games the market high frequency with just the essential content and visuals get enough positive scores media and the games sold overall the game makes quite fun because uses fresh optimized gameplay and going another way than the main games but you have decide you want spend your money for game that looks like game that stucked the past the xbox360 ps3 era even some point lower compared other actual games feels like completely low effort product with details and soul the end its decision whether you want support this course the company game freak want see way bigger change the biggest franchise the world 
636,the game promising but not really worth full the graphics are poorly optimized still sword shield actually looks better promising change the battle system with exception you the trainer moving around thus taking out the multiplayer was completely unnecessary dumbed down 242 pokes the region which may upset alot other trainers catching mechanic lacks potential cut the middle man between traditional lets stealth mechanic poor better off just catching foot battle story average pokemon story with minor grim tales abilities natures longer thing but evs ivs are still the game despite competitive battles 
637,legends arceus expensive tech demo through and through through the past several years the transition from sprite work models gamefreak made the risky move turning pokemon into console title with that shift has come noticeable drop quality particularly the department which manages the compatibility between titles sword and shield had reduced pokedex and rather sparse content and legend arceus follows suit delivering really unique playstyle overshadowed game generally devoid content the ancient world sinnoh bland and misses lot the diverse biomes that typically populate pokemon game top generally feeling empty whole you love pokemon you probably still enjoy this game did but can shake the feeling this game should released free demo with the team dedicating more time fleshing out the world the missions and the overall pokemon experience not sure gamefreak just looking for cash grab has just grown plain lazy but legend arceus will hopefully not set precedent and just paving the way for much better game down the road 
638,good idea terrible execution pokémon tried innovate game that seems made with absolute lack love for the franchise even though includes some nice additions the classics formula keeps repeating some its most classic mistakes not even going mention the art direction and the graphic issues because everybody has seen can still can very enjoyable experience though but this definitely not the best pokémon game years not even close extra points for the effort put trying innovate but shouldn praise game freak for making game that feels unpolished and sometimes even unfinished 
639,its half baked game for price aaa game feels like game from 2005 voices just text cant jump cant pass terrain graphics horrible just bad textures effort make some art cant render proper graphics you would expect 120fps switch with graphics bad this but think its barely pushing world has lot pokemons thrown but besides feels rather empty sense wonder while exploring just dull you can read good stuff from other people making going into good direction better then previous doesn make good game 
640,love the game for the first hours game play really fun and the interaction with the pokémon are really good but when reaching the later areas starts feel bit repetitive and empty understand that the world supposed feel empty but this too empty the graphics not good normally would not mind but feels unfinished for the hype this game got and the fact that pokémon one the biggest franchises for nintendo kind disappointed had higher expectations 
641,the game over all breath fresh air and truly like the direction going the story decent the controls nice and the pokémon don seem bland they were previous pokémon titles fun but fan the series for years can not ignore the many inconsistencies npcs sometimes moving their mouth while talking and sometimes not for the uninspired landscapes and caves specifically the horrific graphics especially light and shadow work and lilac shimmer the ground for apparent reason and framerate the annoying repetitive dialogue the pokémon glitching trees and the jokingly bad render distances multi billion dollar company the year 2022 the gameplay however really fun not perfect but fun and really hope the next legends game will improve the things clearly lacks off right now great potential 
642,visuals are improvement but still very bad for game 2022 game play fun first but gets very repetitive catching trash pokémon over and over again 
643,this game was breath fresh air that pokemon players needed gamers and content became very repetitive great ideas let hope gen for moving and expanding our expectations for good pokemon game 
644,this game step new and exciting direction but the world feels eerily dead and unfinished for example there severe lack music when running around the map the pokemon just stand around staring into space instead playing chasing each other the pokemon species all just kind spawn groups certain spots without much variation the graphics are rather poor you can finish the main story about hours like with most pokemon games its too easy there are some cool things about though especially the open world aspect there are also fairly challenging events with rare pokemon shiny pokemon catch and quite few legendaries catch enjoyed but yeah something about the emptiness really puts off the game 
645,let say good experiment but the battles are mess little amount you can avoid almost any battle you want doesn make any sense pokémon all over again you catch them all and that all you don need train them because even bosses can beaten without even using single pokémon and the joke that they all are wining experience even you didn use them battle system mess and left much desired like enemy pokemon poisoned use calm mind buff myself for the next pokémon their pokemon use agile style and attack their pokemon die poison and another comes new pokemon uses quick attack new pokemon uses agile style attack new pokemon attacks again and when turn finally here calm mind effect expired joke understand now why there held items abilities they surely need improve this future games also story bland the postgame epic but doesn makes much sense and the tutorial the longest this franchise has don get wrong liked the game because catching and exploring are done better than ever and that makes this game really fun play far the best part this game but the rest just meh 
646,game was really fun first due novelty got really boring really fast struggling stay awake most the time the story very bad don let others tell you otherwise backwashed horses semen just bottom the gutter story items are annoying item storage even more only hope have for this that there are more than zones and hopefully some free patches could back time wouldn have bought this this pokémon game was last one just don think pokémon for anymore 
647,gets very repetitive and locks the main story behind level grinding for game called pokemon legends has very little legendaries the catching super fun but the battling broken and not fun fighting people feels abusive fight wild pokemon 
648,this average game running around the world and catching pokémon dream come true since was little kid the first time experienced this was with pixelmon now must say this game ugly horrendous textures and lod pop ins landscape blur with details from the ps2 era guessing all budget went into animations animations are solid moves looks good pokémon idle alright and the models are some the best for the story there one nothing exciting like past pokémon games very basic for people rating this perfect 100 100 are insane for the ones giving this this very average game which think honest review hopefully game freak evolves with this and step away from their past safe zones recommend buying and playing the game 
649,the game very fun first but the luster wears off badly goes initially rated the game but you play you see the ugly visuals battling terrible this game the style system horrible barely any moves lots battles where you versus multiple pokemon that can all potentially have multiple turns each before you can even anything you can send pokemon and have die without even moving slow because the styles the boss battles are mess the first couple are fine but the 3rd you start wonder what the designers were thinking certain attacks are basically impossible dodge and goes against the idea the game being more simple spoiler example arcanine whole thing dashes across arena with lava and you have leave enough space dodge him fine then just puts massive fire ring the middle the arena that completely blocks anywhere dodge sideways tackles but you the ring you die mechanic that makes sense and just feels frustrating and cheap because doesn require you react dodge more you just can move out the way his attacks that point but just dodging tackle still like they took all the fun and complexity out the actual pokemon battles but the boss fights are nightmare poorly designed attacks try dodge while throwing balms there are also lot small irritating things like save file how small the satchel game where you supposed constantly gathering things the game fun when you just out catching pokemon but has huge laundry list problems that only pokemon could ever get away with like any other company game series would dragged for game with this many issues and outdated systems 
650,graphics anren very good swear there are reused assets from phantom hourglass this game sound ain good either most the music sounds like elevator music and the sound lack any energy pacing extremely slow the game holds you the hand the entire time and there far too much text read gets boring quick not much variety the world not alot depth the combat you aint doing much either character desings are seeing pokemon moving around kinda cool 
651,the graphics are objectively terriblethere voice gruntingtons and tons dialog and cutscenesit not really open world more like sections open areasthe music uninspiredboss fights are boringthe first hours are trudgefeels like fan made gamegameplay loop alright and the crafting coolit tries mimic the botw charm and falls far short originality gameplay graphics music animation bugginess performance controls etc all mean you pokemon fan you going get this but you are just thinking about getting into pokemon this game will probably disappoint 
652,mediocre game does get some things right like the seamless battles and quality life when comes changing movesets but otherwise this step back empty ugly world where the battles matter very little since you can just stealth and throw the ball everything even when you get into one the few trainer battles they are too offense based any fun thanks the new system this only good game you just like catching pokemon and nothing else but that point why not just play too much was sacrificed like developed region with towns and the ability battle others online 
653,gameplay boring you just throw your pokeballs the pokemon and that the bosses are just orrible the graphics even worse 
654,lazy reskin the botw area with low preforming grapichs and bland overview really wanted like the game but just sloppy overall job they should just have taken one more year and polish the world afraid this game will what pokemon releases before have done get with great score and then reduced because the nostalgia has worn off 
655,non existent plot repetitive gameplay 2006 graphics the only thing throw balls the pokemon 
656,for game that compares itself monster hunter and breathe the wild doesn live the expectations the frame rate and graphic makes look like very solid ps3 game hoping gets patches and rating will honestly only game pokemon fans would okay with 
657,overall for pokémon game the changes they made were exactly what have been waiting for for years the issues start once you realize though this not open world game and technically even less open world than previous games they straight stole the world system from monster hunter where you have central hub filled with npcs you can converse with merchants and crafting capabilities which they didn really even use recipes they already have for example only brown apricots are the game preventing the acquisition pokeballs such the love ball premier ball and then exploration zones which are just wild area from sword and shield but larger the alpha pokémon are just permanent weaker versions dynamaxing which nice but not really anything new they are supposed come with special moves but those same moves can just bought from the move trainer for money money never thought pokémon game would make money redundant but wasted first million just buying moves for pokémon ended releasing back into the wild eventually some recipes cost money and can costly upwards 000 far but made million before even quelled the first noble you don need buy pokeballs potions their upgraded versions cause you can just craft them bag space kind expensive after awhile but after the first upgrades never had issue with running out space before needing rest and recover the game isn even anywhere close open world the central hub separated loading screen between every region regions which you can not travel between without going back the central hub and walking into buildings causes loading screens that closed world they have wild pokémon spotting where group something specific will spawn larger numbers but that only happens region time and only when you back the central hub they also have these things called time distortions which summon evolution items stronger pokémon perfect for level grinding and coloured plates and star dust which can crafted together into star pieces but only will spawn region time afterwards you forced back the central hub again you want more these spawn before going back town your also forced turn all your currently finished research which gives you money and towards your star rank the star ranks what was the purpose these was star and all pokémon all levels would obey command before even quelled kleavor that the equivalent gym badges previous games which means time actually got into the mirelands every one pokémon which collect each one their alpha form and shiny forms were all hitting everything including the noble the mirelands the miss fortune sisters and all the trainers trainers where are all trainers rushed unlock braviary and now stopping actually perfect the dex but like where are the trainers you fight handful leaders and wardens the diamond and pearl clan and even give out balls and pokémon people start them out but the only real trainer encounter the miss fortune sisters who ambush you from time time where follower pokemon like seriously yellow heartgold soulsilver lets these were some your best games because the follower pokémon stop removing that feature combat evolved noticed and love the fact that you went out your way and removed redundant moves such harden and condensed them into their other more significant abilities like iron defense but where the pokémon combat this would have been perfect game allow control our pokémon during battle and combat like rpg instead turn based dodge block attack all that could have easily been done instead being able run around during combat the trainer kind redundant there and little useless for feature although yes did say this was the game been waiting for for years have lower rating because the fact they keep removing features their series that actually did very well and attracted people their game all all have spent over 100 hours the game already and have perfect 115 242 available currently hopefully with future updates and dlc they can fix some issues and maybe try and actually make open world game not just claim one and steal the concept from someone else 
658,predicted same stupid director same stupid game unfortunately the fanboys will never admit they think they can call themselves gamers because they like pokemon lol predicted knew gamefreak was going use the timeline excuse not add gyms trainers championship less directing needed not nintendo fault just that sadly gamefreak owns part the pokemon franchise 
659,okay game but gamefreak could better the total game content not satisfying should more from pokémon company 
660,would nice put the budget use from time time actually would the first time ever game freak actually utilized the budget just speechless the only way could start enjoy this game was imagine myself kid again being affirmative anything pokemon related you have practically stuck the 2000s appreciate this game just don know what say garbage game 
661,the game fun but cking ugly jesus christ have indiferent hate relationship with the progression 
662,solid baseline for the future but the game lacks some fundamentals features the story and the graphics are really terrible but overall the game funny for future chapter with several improvement could think give better score but today the game still under the 
663,honestly will say this game really apreciate the zelda way attitude but game freak need pratice more graphics not really good and movement physics little inaccurate you cannot swim little you cannot check your life stamina positive that they try make the boss fight more fun with another way fight but overall mediocre game but improvement over the old games the past 
664,honestly overall not bad game the graphics are that nintendo game and can count how many graphical errors ran into however the mechanics and new battle styles are honestly really cool and have lot fun battling although the story seems pretty shallow and not super well thought out which nothing new for pokemon game honest overall think definitely worth playing but not worth the price tag 
665,good step forward for the brand but with ridiculous quality gamefreak should leave the technical development the game third parties 
666,here out love pokémon been playing for over years all the mainline games but have honest and objective myself been playing and playing and playing for hours bad game not all but don think good either main complaint battles they are completely ruined the system just all over the place there absolutely balance hate the new styles never use them pokémon battle attack you twice something just because styles used sometimes even times abilities would help with battles but they don exist etc just feel like battles are complete mess and that wild pokémon battles because proper battles with trainers don exist you have some battles every years with trainer who uses freaking pokémon the areas are too big imo not bad thing but extremely confusing and sometimes annoying and lose interest exploring because everything the same but with different pokémon walking around know some people love massive open areas but not cup tea like something more the middle the crafting annoying way worse the satchel limit that you have pay ton money get just more spot for item wtf won talk about the graphics all know they not the best and they didn really bother for was other stuff that was worse than that mentioned before there way too much talking nonsense talking way too much find dumb you can from one area the other you have back the camp every single time request the village and then again request another area that just dumb and waste time can believe they pulled this you can change pokémon and access your objects store them mandatory back the camp again not much qol there and don even get started losing ton objects when you pass out absolutely miss battles real ones absolutely miss gyms having more marked objective and the pokémon league etc some people may like the type game legends but pokémon has been always about battles gyms the league and being pokémon master the best play when bored when stop playing takes lot for back the game doesn really hook force myself play least finish game wasn for free have say love the overworld pokémon and the possibility see shynies like the battling when you just send the pokémon and that very quick and appreciate that personally hope this just the typical spin off game hurts admit had way more fun with sword and shield hope gen takes the good mechanics about this game like the overworld pokemon quick and out battles etc but more focused the typical gyms etc and not massive areas the best pokémon game everrrr some people say hell not even the main essence the franchise not bad but not the best either least not for give back competitive battles and gyms would give 
667,the game took whole new direction different setting the visuals are much improved and the gameplay rather addictive truly feels like how pokemon should have always been exploring and seeing pokemon the wild 
668,ign italy review the most accurate critic review this game that reviewer understands how analyze game systems and how they interact with one another instead just being mindlessly wowed open world with few genuine improvements the traditional pokémon formula and there really are some improvements they simply seem have been made without any consideration whatsoever for how they affect the rest the game let start with the good non random seamless battles are great want get into fight with wild pokémon toss out one your own pokémon near and bam you battle loading screen battle transition effect just instantly battle mode and you still free move around will while the battle going see from any angle even get hit the attacks you careless with where you stand don feel like battling you can catch pokémon without being battle now which great not all them mind you but some them these are the two main alterations game freak made the traditional formula they good ideas unfortunately they have some noticeably bad knock effects which seems game freak either didn notice compensated for rather amateur ways previous pokémon games had the luxury hiding all pokémon tall grass and outside sword shield never actually showed them the wild this means the presence the pokémon part the player suspension disbelief they there and they totally have all the behaviors listed the pokédex but you just never see them legends arceus the other hand shows the pokémon the wild and they just stand there and wander around bit they don live the world they have homes they have behaviors they don interact with one another they simply exist and wait caught fought this much more than the obvious visual fidelity issues makes the world feel lifeless and oddly empty out battle catching speeds the game insane extent you could catch everything without fighting the game would over extremely quickly and game freak needed not let that happen because the large number people out there who equate time spent with money value seems game freak has implemented two solutions order prevent the game runtime from being drastically shortened first pokémon fall into three categories friendly skittish and aggressive friendly pokémon can caught out battle with special requirements just throw ball skittish pokémon can caught out battle long they don see you first they run away aggressive pokémon cannot caught outside battle whatsoever and must fought and captured the traditional manner game freak has made most pokémon aggressive they made super convenient change the formula and then set things force you through the traditional formula anyway for the most part secondly and far more damningly the pokédex requires multiple catches multiple victorious battles multiple observations pokémon move use and other checklist items such catch without being seen before dex entry for specific pokémon will complete there really reason justification provided for what amounts repetitious busywork seems obvious that this another solution the problem made playing the game faster and more convenient but need keep them playing for roughly the same amount time before catching faster now require lot more catches instead just the traditional one and done battling controllable now and not all randomized require specific number battles for each pokémon the player has fight them multiple times anyway and worse virtually everything the game revolves around dex completion which never gets any more interesting complex over time sidequests ask for complete dex entries outright for things you complete dex entries the main quest also requires dex entries one note game loop game freak could have done much more interesting things with its good core changes make the pokémon appear really live the world require the player observe and record their behaviors what they eat where they live use the switch the dex itself similar how botw treated the tablet actual game device and permit the player directly record dex info perhaps with fill the blank fields and selection pre written answer options game where the dex central interesting things with the dex seem like brainer unfortunately game freak settled for just make them the usual stuff but way more the end result decidedly repetitive lackluster game hope game freak figures out where went wrong here really isn hard see the holes 
669,this had good graphics would goty doesnt get repetitive really nice game 
670,open world like game graphics are one the main features plays very important role cannot and must not ignored this title sold only because pokemon otherwise title with such technical scarcity nobody would have bought let take off the fanboy mask and let look well what have hand game that moves the foundations and renews these titles fun intriguing etc but want talk about the game world square hills types trees copy paste for the whole map zero dungeons cross tunnels with the same texture everywhere undriveable mounts camera that leaves for its cabbages mountains that change shape you move away tall grass made with the strips that rotate with the camera telecameraand could and for such title find absurd and offensive towards those who put effort and love into creating their own games 
671,one step ahead two behind they could have done just little more and this could have been the new standard for pokemon game gameplay wise 
672,while refreshing see pokemon open environments its ridiculous that people are raving about this game one the worst looking games switch the world bland empty and the pokemon just shuffle around and dont feel alive the volume and repetition catching pokemon lessens your attachment your team pokemon the highest grossing video game series ever and deserve better people are giving this and zelda mario game was released with this quality and lack ambition would get terrible review new snap and the diamond pearl remakes were both bigger files and shows the lack attention detail arceus 
673,good you are pokémon fan but this game made another company nobody would play the gameplay interesting but the only thing the story poor and the tutorial never ends 
674,been playing pokemon since emerald and yes like the step that they going with this game but out sheer love for the franchise just can not ever recommend this game considering how much costs and the actually quality and quantity you getting was hoping able give pass the horrid graphics the world itself had something compelling but what got was sloppy excuse mish mash terrain right now can even bare finish the game doesn keep hooked especially not with how grindy the progression feels the research part great and certainly something most fans wanted but putting the only way progress the story just makes feel like chore gamefreak don want catch this pokemon for 267th time progress this subpar story and moving the story was alright but again that damn research system shouldn the main part just like the pokedex previous games should just been side objective that you slowly progress you play through the game not vice versa now let talk about the world you could even call that you know what the open world feels like like they spat face and said deal with let ask everyone else who played can you name atleast places the map and say something interesting about them take away the pokemon roaming around and ask yourself was any the wilderness area memorable the answer noand now the roaming pokemon what else there say they basic ais that just happen look like pokemon not expecting complex simulation their ecosystem but they didn even try improve after swsh sword shield finally have reiterate love pokemon but things stand don think gamefreak feels the same love towards overall the game there are good ideas and least some hope for better game the future but right now pokemon legends arceus feels like unfinished half assed game with uncooked but great ideas better gamefreak better unrelated rant about parts the pokemon community like ordering steak gordon ramsay restaurant and getting raw beef you like steak but the chef didn bother cook you disappointed the result but you see everyone else eating the raw beef just because ramsay did you decide not eat the raw uncooked beef but everyone else the restaurant glares you because that what the community feels like nowadays criticizing the games cause want them better have ill intentions but everyone else feels and satisfied with the status quo while demonizing those who are actually passionate and love the pokemon games ones who want see reach full potential 
675,while many the latest pokemon games will introduce few new features tweaks but retain the same gameplay and story this takes whole new direction the gameplay wildly different and makes feel not like game you play but world you are part less step the right direction and more sprint highly recommend this anyone interested the series and look forward any future installments 
676,the best gane pokemon the shinyhunt its more easy and the open world increíble 
677,semi open world pokemon game the way the pokemon company lack affection for the saga worrying this game needs least one more year development but pokemon only cares about the money they know that will sell just the same even the game authentic graphic like this one also the game very repetitive and kind boring 
678,awesome new concept and had really high hopes the story interesting first but the game grindy and loses lot the pokemon charm cool new landscapes bonding with pokemon and not that many hidden secrets discover grindy and the visuals aren good all the pokemon want run fight interesting new direction but overall loses the fun 
679,all four the bosses were great the way you catch pokemon amazing every way awesome game 
680,really let down the gaming community inability give objective reviews was excited about this game from the moment heard about year ago really wanted like but watched through development saw red flag after red flag the game seems suffer from lazy open world design syndrome where the illusion endless opportunity boils down reveal game void meaningful content with redundant and scarce gameplay loops seeing the pokémon the overworld having more control over the trainer and their poke balls these are great ideas that get people excited but think about how much missing look the legendary open world games like tes gta and botw these games have their base gameplay loops slinging swords and sorcery stealing cars but they come together support epic overarching stories guilds colorful characters impactful decisions had lot fun with pokémon let and lot people complained about that think both the games suffer from lot the same problems hasty development lazy and uninspired technical issues didn see their predecessors but where are the negative reviews for legends wanted like arceus but this game clearly didn get the budget would have taken properly pull off this really great idea imagine guild plotlines like from tes but you working your way through gyms saving pokémon ranger refining your pokémon breeder imagine colorful characters sending you meaningful adventures and becoming your companions but get super boiled down game that feels like one two years development work from the team come gaming community tell with straight face this pokémon breath the wild that just insulting the team who put together the masterpiece that botw like saying honda with spoiler the japanese ferrari smhthat being said optimistic for this franchise going forward the massively positive response this game has seen despite its least obvious shortcomings should tip off the game makers that the community hungry for the types gameplay that arceus displayed maybe pay for this game but way 
681,quite like the game fun sunk hours into few weeks just seems under baked know going complete the game because enjoy but flawed the environment stale poor pop horrible for game about exploring biggest complaint the map there map the corner and find myself constantly opening the map and top that you can only place one guided marker time refreshing game not hard all that what you want but would recommend just because good but could have been much more just see decent base idea with flawed execution 
682,the first novelty that gave heaviness seeing all those items completed for each single pokémon the pokédex many are repetitive and although initially nice capture them they gave sense annoyance you can stay there for hours behind pokemon take them from behind catch them over and over again prefer the classic capture method that already miss while continuing seems always the first area everything the same from the first the last especially after 10h you start feel the weight the graphics the pasture full the same pokémon and after while you can longer distinguish there isn even tier order anything like that always talking about order can understand what the tools purse just the pokédex are quick powerful moves despite these facilities several times you not lose gain turn stand there each time press see who will attack that turn pokémon not obliged innovate did not like the news such moves having fill all those items especially because you not rise rank situation you cannot continue the story the graphics the clutter innovate the focus must creatures and the interaction with them above all don want rank get ultraballs etc and able catch strong pokemon limited and forced register pokemon repetitively wasting time just because cannot continueost absent except struggles and some situations with the powerful moves you lose all the beauty pokemon clashes with one move you knock out the pokemon and you finish everything quickly because then people have always complained about the difficulty game freak has decided get the exp points only the end the fight for makes sense just makes everything more difficult and frustrating because the pokemon not and many will 
683,wasn sure what make arceus when was first announced the one hand and tpc appeared changing the battle mechanics adding real time elements the other hand its poor graphics and empty overworld left lot desired was also unclear whether the game would experimental one off attempt change evolve the series core mechanics someone who played since the very first titles but finds the latest entries stale and disappointing went with very low expectations pokemon legends arceus trailers promised decent story and while can attest that the writing receives more focus than usual the presentation frankly sucks there still voice acting with most interactions consisting characters awkwardly standing talking the real draws are the revamped combat and catching systems the changes gameplay while not perfect make arceus initially far more captivating than its preceding games first and most importantly you can aim poke balls interact directly with pokemon the field while exploring you able easily shuffle who next line battle well send them harvest materials from trees shrubs and mineral outcroppings essential for crafting healing items and poke balls many pokemon will either run attack your avatar sight you got options dodge like dark souls sneak around and try nab them without being spotted ambush with your pokemon start fight lure repel them with food run away you also get multiple pokemon mounts ride across the game several open areas combat tweaked many minor ways while you dodging occasionally aside from bosses you don fight pokemon real time the traditional four move turn based core combat remains the game introduces agile and strong variations attacks faster and weaker stronger and slower best all your pokemon moves can now easily switched outside battle making infinitely more convenient swap movesets really opens lot possibilities you can have your starter sweeper one battle and defensive mon catching tool the next held items longer exist status effects are tweaked with most being weaker and they thankfully disappear after each battle these changes well the limited pool teachable moves make certain builds such dedicated physical and special sweepers far more effective your interest get battles done quickly possible especially since you often find yourself fighting multiple wild pokemon once with just one your own for the most part the changes also help the game flow smoother since you covering lot ground the great outdoors often atop mounted pokemon however due the kneecapping potential builds owing the removal breeding and lack variety your foes making fine tuning afterthought grew bored the battles halfway there are gyms breeding and very few trainer battles instead you spend time gathering crafting and the pokedex this time your dex entries don end with just catching and trading you also tasked with specific battle tasks you only need fulfill ten challenges per pokemon while isn daunting does feel like busywork that brings the game biggest weakness the world itself and don just mean the fact that there are limited ways interact with the environments that the 242 pokemon are mixed bag species while the pokemon models are often well animated the day night and weather cycles add variety and the game runs smoothly with minimal loading there sugarcoating the fact that the graphics and environments are subpar featuring empty worlds trees textures that would look bad the gamecube pop and heavy aliasing bland color palette tempered muted art direction testament the strength arceus core mechanics that the bland environments lack trainer battles and unfinished feel the game don completely sink the experience perhaps because expectations were low going but can safely say that spite its many faults arceus the most fun had with pokemon title since the days the also shows that the franchise general still has potential that may sound like faint praise from someone who has been critical the mainline franchise for years but think most fans will appreciate the real time elements the easily swappable movesets and the additions the world building and lore only hope that nintendo able build upon what was established this title and utilize take the franchise forward bold new direction rated balance out all the shills 
684,nice pokemon game wonderful for milking the brand after all looks good but purely terms gameplay all scheme nintendo releases pokemon game without really thinking about you don have creative anymore because will bought anyway 
685,while the story and new mechanics are truly amazing and mark great progress this old franchise everything let down the terrible engine the game which brings everything down the amount details terribly low framerates are well below acceptable resolution low and the game even docked mode looks and plays really bad the world simply empty and still the framerate dips quite often really sad because the new story mechanics and the whole idea for the game great can even blame switch for this state the game had the games like botw xenoblade that had really well made open world major disappointment considering that the pokemon games are always sell like crazy 
686,after completing the game and spending about hours sadly have say hard pass reply wanted like tried like but the only reason even beat the end was say did lot small things overall irritated thought out time playing this game that will excused cause not buggie other aaa titles will give all the credit the world for being playable but sad were age where that thing 
687,was hoping for pokemon finally catch with times but feels like they only developed game that should have been released years ago even further convinced that publishers developers pokemon games only aim milk nostalgic players and children who just started their adventure with pokemon minimum amount effort for maximum amount profits looks like has became the motto for while now still could enjoy bits and pieces but was falling asleep most the time 
688,tried play pokemon but still see lot room for improvement looking forward the next one 
689,don buy you really like pokemons and want game freak better the only way consumers can make the difference don get wrong not saying that every thing there terrible but players deserve better than this for what your currency you like gameplay loop play monster hunter you like open world play zelda you like pokemon battles play bdsp what have here nothing praised 
690,man the graphics this game are bad looks like ps2 game the gameplay not fun 
691,yall already know the graphics are really bad like unity terrain tutorials look betterits not really open world and you know that not the worst problemso you have like smaller areas with hub world but they somehow made this smaller areas really empty and blandbattle system boringcathing pokemon not the worst thing ever but gets old after whilecouldnt get more than hours before geting really boredand like thats fine but take break from all the crappy games that have come out the past years 
692,the maps and the graphics are downright ugly and disappointing think the catching mechanic lot fun but after the first hours enjoyment dropped off fast the lack trainer battles makes leveling and raising different pokemon virtually pointless there are some nice quality life improvements this game such the move select and evolution menu and the agile and strong style mechanic interesting but again the lack trainer battles makes this game have zero replay ability after you beat the main story 
